,User,Pesan,Jam,Tanggal
356,Calvin irawan,Listyo mute,8:36:32 PM,Friday March 26 2021
357,Wedang Jahe,"
",8:36:30 PM,Friday March 26 2021
358,Iin,"Membalas : Di mute personal aj, biar g ganggu voice ny
Ini ada dimana?",8:36:29 PM,Friday March 26 2021
359,glenn .,Listyo di mute dulu,8:36:16 PM,Friday March 26 2021
360,Billy,"Membalas : mute personal kak, ada opsi pilihannya
Kok saya ga nemu ya",8:36:07 PM,Friday March 26 2021
361,Muhammag kuncoro,"Ibu2 kayak nya tu yang lagi masax di dapur
",8:36:03 PM,Friday March 26 2021
362,Rolando,"Membalas : Itu di mute om yg slain pkde he
mute personal kak,
ada opsi pilihannya",8:35:49 PM,Friday March 26 2021
363,Nur Fuadi,Pakde hm di mute :joy:,8:35:41 PM,Friday March 26 2021
364,Akwila Sibarani,Ada aja ya yang gak sadar suaranya mengganggu Pakde :sweat_smile:,8:35:33 PM,Friday March 26 2021
365,Dave @propertyimpianmurahsurabaya,Mute for me,8:35:20 PM,Friday March 26 2021
366,Feen2,"Pilih mute for me
",8:34:25 PM,Friday March 26 2021
367,ERLANGGA,"Di mute personal aj, biar g ganggu voice ny",8:34:06 PM,Friday March 26 2021
368,Kurniawan Tanjaya,mute personal aja kak,8:34:05 PM,Friday March 26 2021
369,Asmui Gabriel Cibro,Tolong itu diunmute,8:33:48 PM,Friday March 26 2021
370,Dimas Prakoso,Bisa di mute personal,8:33:44 PM,Friday March 26 2021
371,Taufiq,Bisa diumute sendiri mas. Di klik mic nya. Ada opsi mute for me,8:33:41 PM,Friday March 26 2021
372,glenn .,"Membalas : Bu Listyo tlg di silent, please. Thx :pray:
Iya ini ga di unmute orang nya",8:33:16 PM,Friday March 26 2021
373,Billy,"Iya itu 1 orang ga di mute
",8:32:59 PM,Friday March 26 2021
374,46 (･ิω･ิ) (Selvia Susilowati),"Membalas : itu yang kepencet unmute, saya mute semua, ganggu dengerin wejangan pak HM
Itu di mute om yg slain pkde he",8:32:41 PM,Friday March 26 2021
375,Taufiq,Suaranya keganggu ya.,8:32:38 PM,Friday March 26 2021
376,Novine 90210,wah 1st  voice chat...keren tele,8:32:31 PM,Friday March 26 2021
377,Iin,"Bu Listyo tlg di silent, please. Thx :pray:
",8:31:13 PM,Friday March 26 2021
378,Inez,"Membalas : otw 20.000 :blush::+1:
Betul mba Novine :blush:
",8:31:00 PM,Friday March 26 2021
379,Eric Zhou,Iya menarik itu. Padahal lknya utang gede,8:30:29 PM,Friday March 26 2021
380,Novine 90210,"Membalas : ARA grup The Traders malem2.. :grin:
otw 20.000 :blush::+1:",8:30:17 PM,Friday March 26 2021
381,Hauw,"Mantul kok, saya kirain padahal WSKT bakalan kebantai
",8:29:23 PM,Friday March 26 2021
382,Eric Zhou,"Membalas : Floating profite lebih mendelik tapi nek Pakdhe XD
Sharing2 koh ttg wskt klo boleh",8:29:10 PM,Friday March 26 2021
383,Anjar,Fren gmn suhu sudah mulai uget2 kah buat RI ..,8:28:15 PM,Friday March 26 2021
384,Antonius S,,8:27:59 PM,Friday March 26 2021
385,Andreas Teddy,"Membalas : Floating loss bikin mendelik! O.O!
ayo ngomong koh di voice",8:27:55 PM,Friday March 26 2021
386,Hauw,"Floating loss bikin mendelik! O.O!
Floating profite lebih mendelik tapi nek Pakdhe XD",8:27:13 PM,Friday March 26 2021
387,alit wigunawan,"Baru tdi liat ko my di utube
",8:24:02 PM,Friday March 26 2021
388,Mamba Mentallity,"Membalas : ARA grup The Traders malem2.. :grin:
Salam kenal kak.",8:23:32 PM,Friday March 26 2021
389,Inez,"ARA grup  The Traders malem2.. :grin:
",8:23:05 PM,Friday March 26 2021
390,Andru,"
",8:22:43 PM,Friday March 26 2021
391,Dimas Prakoso,Rombongan dari mana nih? Ehehe,8:22:30 PM,Friday March 26 2021
392,den,waw bnyk member2 baru,8:22:08 PM,Friday March 26 2021
393,Paisun,ijin bergabung,8:21:32 PM,Friday March 26 2021
394,Trader Create,"
",8:19:15 PM,Friday March 26 2021
395,Mamba Mentallity,"Mohon ijin bergabung. Saya newbie.
",8:18:31 PM,Friday March 26 2021
396,Mahdee,"Membalas : Gmn join y? Kutekan join gk bs masuk
Cek di pengaturan microphon diaktifkan
",8:18:20 PM,Friday March 26 2021
397,aleisyah,"Membalas : Gmn join y? Kutekan join gk bs masuk
diupdate dulu kak telegram nya",8:18:08 PM,Friday March 26 2021
398,stev,"update tele dulu ke versi baru *cmiiw
",8:17:54 PM,Friday March 26 2021
399,Rolando,"sudah update Telegram ke versi terbaru?
k'lo Android versi 7.6.0",8:17:44 PM,Friday March 26 2021
400,Eric Bemley,"Gmn join y? Kutekan join gk bs masuk
",8:16:56 PM,Friday March 26 2021
401,Herni,Ga bs masuk,8:16:52 PM,Friday March 26 2021
402,direktur pulsa,wih rame,8:16:17 PM,Friday March 26 2021
403,Inge Rahmasari,"
",8:13:55 PM,Friday March 26 2021
404,Mahdee,"
",8:13:06 PM,Friday March 26 2021
405,Rolando,"itu yang kepencet unmute, saya mute semua, ganggu dengerin wejangan pak HM :joy:
",8:02:07 PM,Friday March 26 2021
406,Al,Serasa podcast ._.,8:00:07 PM,Friday March 26 2021
407,Yudha,"Untungnya gaperna pake margin :see_no_evil:
",7:57:32 PM,Friday March 26 2021
408,Rolando,tiap hari dapat berapa banyak DM ya pak HM? :joy:,7:56:55 PM,Friday March 26 2021
409,moko apdan,"Membalas : Yuk kita coba ya...
ijin gabung nyimak pak:pray:",7:56:48 PM,Friday March 26 2021
410,AAN,"Clubhouse kayak gini ya rasanya #ndeso
",7:56:34 PM,Friday March 26 2021
411,Wafa,"Membalas : Photo
Jgn di masukin dlu ini,masih mau akum bandarnya",7:56:32 PM,Friday March 26 2021
412,Billy,"Ngeri, pensiun dini kalo margin",7:55:57 PM,Friday March 26 2021
413,ando,Gambar : blob:https://web.telegram.org/308b5f58-e68c-4350-8289-228539fb04fb,7:54:18 PM,Friday March 26 2021
414,Soebianto,"Membalas : UdH kayak podcast
Ada opsi buat record juga (admin only)
",7:53:25 PM,Friday March 26 2021
415,ando,Buset bentuk ular sanca:joy::joy:,7:53:15 PM,Friday March 26 2021
416,direktur pulsa,"lanjutkan pak saya nyimak:+1:
",7:50:19 PM,Friday March 26 2021
417,AbdKamal,"UdH kayak podcast
",7:47:50 PM,Friday March 26 2021
418,Dirga,asik jg ini :+1:,7:47:05 PM,Friday March 26 2021
419,Benhan,Asik Voice Chat,7:46:47 PM,Friday March 26 2021
420,Kelvin Eriko,"Membalas : Wih mantap nih tes tool baru telegram
iya nih masbro.. RIP Clubhouse wkwkwk",7:46:28 PM,Friday March 26 2021
421,Anjangsana,"
",7:45:23 PM,Friday March 26 2021
422,Bayu Anggara,"Wah mati nih clubhouse haha
",7:43:08 PM,Friday March 26 2021
423,Billy,Wih mantap nih tes tool baru telegram,7:42:55 PM,Friday March 26 2021
424,Dessy Fang,"Membalas : Yuk kita coba ya...
Izin join pak HM :pray::pray:",7:42:42 PM,Friday March 26 2021
425,Ardy Dwi Utomo,,7:42:30 PM,Friday March 26 2021
426,Jesslyn Ye,,7:42:21 PM,Friday March 26 2021
427,Achilles JoKer,"
",7:37:59 PM,Friday March 26 2021
428,Faliq H,"Keren, android user terselamatkan :heart_eyes:",7:37:49 PM,Friday March 26 2021
429,stev,asik kerenn :heart_eyes:,7:37:41 PM,Friday March 26 2021
430,Bayu Anggara,"Kaya clubhouse ya
",7:36:38 PM,Friday March 26 2021
431,Joni Nicholas plg,"
",7:34:52 PM,Friday March 26 2021
432,46 (･ิω･ิ) (Selvia Susilowati),Keren,7:33:23 PM,Friday March 26 2021
433,Hendro Masori,,7:29:53 PM,Friday March 26 2021
434,Hendro Masori,"Yuk kita coba ya...
",7:29:27 PM,Friday March 26 2021
435,Yudha,"Membalas : kalo menurut saya apabila confirm close >2155 iya rounding bottom, yang disebutkan pak guru ascending base, dan saya juga liat I
Thanks pak :pray:
",7:21:21 PM,Friday March 26 2021
436,Fajar Oktavaria,Gambar : blob:https://web.telegram.org/7a80ad8a-fd46-49f4-b199-30e08ff69a67,7:19:12 PM,Friday March 26 2021
437,Adion cuan,"Membalas : grup musik aja, pak lurah suaranya bgus tuh tar jdi vokalisnya :grimacing:
:grimacing::see_no_evil:
",7:18:05 PM,Friday March 26 2021
438,Hendro Masori,"Membalas : izins hare pak HM, live charting ko michael yeo
Ok",7:17:09 PM,Friday March 26 2021
439,Yudha,"Membalas : Itu udah di sebut pak guru ""ascending base"", rounding bottomnya masih potensi aja
Iya mksdnya yang pola besarnya itu pak :see_no_evil: kyknya sering liat pak guru share pola sprti itu tp gatau namanya apa",7:13:56 PM,Friday March 26 2021
440,Fajar Oktavaria,"Membalas : Ini pola apa ya pak guru namanya? Rounding bottom kah?
Itu udah di sebut pak guru ""ascending base"", rounding bottomnya masih potensi aja",7:13:13 PM,Friday March 26 2021
441,Achilles JoKer,"Membalas : https://youtu.be/lKvu0jvdhwg
izins hare pak HM, live charting ko michael yeo",7:12:50 PM,Friday March 26 2021
442,Kaanz✓,"Membalas : 19.30 nyoba voice chat yuk
Nyanyi pak de🤣",7:11:45 PM,Friday March 26 2021
443,Yudha,Ini pola apa ya pak guru namanya? Rounding bottom kah?,7:11:03 PM,Friday March 26 2021
444,Achilles JoKer,https://youtu.be/lKvu0jvdhwg,7:10:05 PM,Friday March 26 2021
445,Eko Bawono,"#CMNP ascending base. Struktur harga - volume kurang bagus. Hr ini ditarik gila2an. Sy pnya tapi saya khawatir:grinning:.
Gambar : blob:https://web.telegram.org/6358dfd6-01c0-413f-8a29-308e3183b9b9
Gambar : blob:https://web.telegram.org/2abc1b4e-475d-4c6a-b792-b11dd76ed765",7:07:24 PM,Friday March 26 2021
446,46 (･ิω･ิ) (Selvia Susilowati),"Wah mantap pk de
",7:04:37 PM,Friday March 26 2021
447,Hendro Masori,"OK. Nanti aku start 19.30
Makan dulu
Soto betawi
:grin:",7:03:16 PM,Friday March 26 2021
448,46 (･ิω･ิ) (Selvia Susilowati),Yok:grin:,7:02:36 PM,Friday March 26 2021
449,ERLANGGA,Yok,7:01:37 PM,Friday March 26 2021
450,Jordan,"Membalas : ada pasar sekunder utk jual beli kaosnya pakde?
Di pasar nego mungkin ada pak :laughing:",7:01:33 PM,Friday March 26 2021
451,Hendro Masori,"Yg mau masang sesuatu di grup ini harus ijin saya dulu
Supaya gak kebiasaan maen posting aja segala hal
19.30 nyoba voice chat yuk
Ngobrol ngalor ngidul",6:59:17 PM,Friday March 26 2021
452,Tejo Arum,"Membalas : Saya tiap keluar rumah pake kaos The Traders. Tapi belum ketemu yg nyapa sampe sekarang
Mungkin takut pakde apa iya apa enggak takutnya salah mungkinn hehehhe",6:58:30 PM,Friday March 26 2021
453,sulistyowati r,"Done pak, semoga bermanfaat ya",6:57:22 PM,Friday March 26 2021
454,Hendro Masori,Hahahhaa,6:57:04 PM,Friday March 26 2021
455,GumBall,"Coba rumah bpk dkt saya, saya mau foto bareng:grin:",6:56:58 PM,Friday March 26 2021
456,Yennuar Lukito,:joy:,6:56:42 PM,Friday March 26 2021
457,Hendro Masori,"Saya tiap keluar rumah pake kaos The Traders. Tapi belum ketemu yg nyapa sampe sekarang
:grin::grin::grin:",6:56:32 PM,Friday March 26 2021
458,Tejo Arum,"Membalas : Hobinya kok bikin kaos. :grin:
Group tukang jahit pakkk hehehhe",6:54:48 PM,Friday March 26 2021
459,wika,"Membalas : Tapi nanti katanya grup saham apa grup konveksi? :joy::joy::joy:
grup musik aja, pak lurah suaranya bgus tuh tar jdi vokalisnya :grimacing:",6:54:30 PM,Friday March 26 2021
460,Hendro Masori,"Membalas : Bakal dibuka lagi ga pakde PO nya?
Belum ada rencana. Kalau buka lagi nanti bikin lomba bikin desain dulu kek kemarin...
Tapi nanti katanya grup saham apa grup konveksi? :joy::joy::joy:
Hobinya kok bikin kaos. :grin:",6:52:12 PM,Friday March 26 2021
461,Denny Wang,"Membalas : Yup, swing low confirmed. Semoga 1 april akan jadi last chance to buy before start to retest 6550 lagi di april-Mei...
Untuk ihsg?  6050an itu sdh bottom nya pak jutha?  @JuthaBram 

Btw. Wskt cm turun sedikit meskipun lap keu jelek.. dijagain bandar?",6:51:53 PM,Friday March 26 2021
462,Kelon Mas :baby_bottle::baby_bottle::baby_bottle:,"Membalas : Saya Haka ESSA saja kemarin :cry:
wah... satu perahu juga pak :+1:",6:42:53 PM,Friday March 26 2021
463,Hendro Masori,"Photo from hmasori
Gambar : blob:https://web.telegram.org/6d4cf01f-cc7d-49ba-b77d-2fd3a4dfe240
Siap kirim besok
Yg Jaket dan Rompi sabar ya. Butuh waktu lebih lama untuk buatnya
",6:28:06 PM,Friday March 26 2021
464,rahmad,"wah satu perahu pak
",6:27:15 PM,Friday March 26 2021
465,Jutha Bram,"Membalas : 29,30,31 nya pak ? :roller_coaster:🛩🛩🛩:rocket::rocket::rocket::rocket: #siapkanpegangan
On range 6150-6250",6:26:39 PM,Friday March 26 2021
466,Ratih Estiani,"Membalas : Yup, swing low confirmed. Semoga 1 april akan jadi last chance to buy before start to retest 6550 lagi di april-Mei...
29,30,31 nya pak ? :roller_coaster:🛩🛩🛩:rocket::rocket::rocket::rocket: #siapkanpegangan",6:21:47 PM,Friday March 26 2021
467,Al,"Exodus v:
",6:15:49 PM,Friday March 26 2021
468,Kaanz✓,TT udah breakout semoga kuat:smile:,6:15:01 PM,Friday March 26 2021
469,rahmad,"Membalas : Manfaatkan untuk cicil masuk ini berarti.. Hehe
niatnya begitu haha
",5:59:14 PM,Friday March 26 2021
470,Dimas Prakoso,"Membalas : thanks suhu insightnya. sebelum 1 april masih dikocok2 dulu ya berarti?
Manfaatkan untuk cicil masuk ini berarti.. Hehe",5:58:40 PM,Friday March 26 2021
471,rahmad,"Membalas : Yup, swing low confirmed. Semoga 1 april akan jadi last chance to buy before start to retest 6550 lagi di april-Mei...
thanks suhu insightnya. sebelum 1 april masih dikocok2 dulu ya berarti?",5:57:40 PM,Friday March 26 2021
472,Hendro Masori,"Membalas : Yup, swing low confirmed. Semoga 1 april akan jadi last chance to buy before start to retest 6550 lagi di april-Mei...
Mantap lah ini
",5:55:20 PM,Friday March 26 2021
473,INDF 3000,"Membalas : Terima kasih same dijemput di 420 :innocent::pray:🏻 Smoga bsa average down lagi next time... see u middle april 21 🥰
wiihh cakep ini...semoga yang laen juga masih hold ga ada yg cut loss..#gapunyaSAME",5:54:28 PM,Friday March 26 2021
474,Syrf Maulana,"Membalas : Yup, swing low confirmed. Semoga 1 april akan jadi last chance to buy before start to retest 6550 lagi di april-Mei...
Thankyou pak Jutha
Sdh sy Haka property hari ini :pray:",5:47:09 PM,Friday March 26 2021
475,joshuatheo,"Membalas : Yup, swing low confirmed. Semoga 1 april akan jadi last chance to buy before start to retest 6550 lagi di april-Mei...
berarti kmrn hit ya :relaxed: kmrn coba ngambil segitiga yg lebih besar malah ketemu 6063, selisih 5 poin cincai lah :wink:",5:46:42 PM,Friday March 26 2021
476,Jutha Bram,"Membalas : Yang haka antm tins inco mcas mukanya beseri2 pasti 🤣🤣
Saya Haka ESSA saja kemarin :cry:
",5:34:23 PM,Friday March 26 2021
477,Ardiyan Bagas,"Membalas : berita buruk minggu 🤣
Bener banget :joy:
",5:30:06 PM,Friday March 26 2021
478,Mic,"Membalas : ANTM TINS INCO MCAS HAKA
Yang haka antm tins inco mcas mukanya beseri2 pasti 🤣🤣
",5:26:14 PM,Friday March 26 2021
479,Satimin Sejati,"Membalas : Yup, swing low confirmed. Semoga 1 april akan jadi last chance to buy before start to retest 6550 lagi di april-Mei...
Semoga bisa yiha2 lagi setelah musim tanam kmrn. Aamiin",5:25:53 PM,Friday March 26 2021
480,Billy,"Membalas : Yup, swing low confirmed. Semoga 1 april akan jadi last chance to buy before start to retest 6550 lagi di april-Mei...
Pasukan haka all in margin pinjol siap sedia pak 🤣",5:23:53 PM,Friday March 26 2021
481,Jutha Bram,"Membalas : Nah sekarang sudah resmi suhu @JuthaBram. Terima kasih bantuan forecast-nya...
Yup, swing low confirmed. Semoga 1 april akan jadi last chance to buy before start to retest 6550 lagi di april-Mei...",5:21:24 PM,Friday March 26 2021
482,Meneer Greg,"Membalas : VID-20210326-WA0036.mp4
Ketiup angin katanya....

Please deh🤔:joy:
",5:18:12 PM,Friday March 26 2021
483,Meneer Greg,"
",5:17:11 PM,Friday March 26 2021
484,Bow,"Membalas : Selesai sudah minggu ini... Selamat berakhir pekan frds :pray:
Liga-liga Eropa pada libur Pak sayangnya...",5:15:06 PM,Friday March 26 2021
485,Meneer Greg,"Selesai sudah minggu ini...

Selamat berakhir pekan frds :pray:
",5:11:31 PM,Friday March 26 2021
486,Ririn Villa,"Sy liat promo nyaa tdi trus join :blush::blush:
Liat di yutub pnjlsan pak hendro nya ok",5:09:30 PM,Friday March 26 2021
487,Yudha,"Mantap, langsung breakout resist lagi :+1:
",5:02:16 PM,Friday March 26 2021
488,Hendro Masori,Banyak yg nanya grup telegram di IG. Sekalian aja saya umumin biar gak bolak balik jawab,5:02:11 PM,Friday March 26 2021
489,yiyinfx,:joy::joy::joy::joy::joy::joy: :joy:,5:01:57 PM,Friday March 26 2021
490,Al Blenk,"Membalas : Rombongan dari mana nih
Majlis yasinan hehe",5:01:40 PM,Friday March 26 2021
491,Hendro Masori,Dari IG,5:01:27 PM,Friday March 26 2021
492,Yudha,"Rombongan dari mana nih
",4:59:34 PM,Friday March 26 2021
493,Hendika Amrinto Nainggolan,"Udh sempat kek klik link nya
",4:51:04 PM,Friday March 26 2021
494,Frederick,Scam 🤣,4:50:58 PM,Friday March 26 2021
495,Soebianto,Tipu2,4:50:29 PM,Friday March 26 2021
496,Hendika Amrinto Nainggolan,Apa nih,4:50:04 PM,Friday March 26 2021
497,Paw Paw,"Membalas : Ntar dibawa turun nyalahin
dih siapa
",4:49:02 PM,Friday March 26 2021
498,Jose,"Membalas : cakep ya antm
Ntar dibawa turun nyalahin",4:48:39 PM,Friday March 26 2021
499,Paw Paw,cakep ya antm,4:46:50 PM,Friday March 26 2021
500,uti sedang tidur,"Membalas : berita buruk minggu 🤣
Wkwkwkwkwk dah biasa kan
",4:45:35 PM,Friday March 26 2021
501,Fendy,"berita bagus jumat
berita buruk minggu 🤣",4:40:15 PM,Friday March 26 2021
502,Ronny,"Habis dikebiri berhari2 dg berita jelek, tau2 banyak berita bagus",4:39:02 PM,Friday March 26 2021
503,SamuEl,https://youtu.be/O25rNxoYYBM,4:37:28 PM,Friday March 26 2021
504,DenmasBams,"SWF.. SWF
Gambar : blob:https://web.telegram.org/65699136-6973-40e3-b72f-9e7979cda387",4:36:07 PM,Friday March 26 2021
505,Dave @propertyimpianmurahsurabaya,Waduh CLRA arb da berhari hari,4:34:48 PM,Friday March 26 2021
506,yiyinfx,ada yg tau cara tutup akun di stockbit?,4:33:28 PM,Friday March 26 2021
507,Agus Poetradi,Gambar : blob:https://web.telegram.org/32269ffa-262c-4fbb-9cba-305546c0bfde,4:26:14 PM,Friday March 26 2021
508,Andreas Teddy,"Membalas : Kalo IHSG ijooo ajaaa pada senyum2 semuaaa...kalo merahh aduchhhh
kalo merah saling serang, kalo ijo saling sayang :speak_no_evil:",4:24:24 PM,Friday March 26 2021
509,Aho Lie,"Membalas : Udah tak jawab ituuu atassss
:+1::grinning:biasa sinyal suka naik turun",4:23:43 PM,Friday March 26 2021
510,46 (･ิω･ิ) (Selvia Susilowati),"Membalas : Nanti malam ya kita coba voice chat
Yihaa:grin:",4:23:36 PM,Friday March 26 2021
511,Tejo Arum,Yuppp..pinterrr masihh ingattt yg baru diajarkan,4:23:24 PM,Friday March 26 2021
512,Ardi,,4:22:54 PM,Friday March 26 2021
513,Aho Lie,"Membalas : Itu lho ditanyain mas Aho abab itu apa.. 🤣🤣
Bau mulut katanya pak:grinning::grinning:",4:22:42 PM,Friday March 26 2021
514,Tejo Arum,"Membalas : Itu lho ditanyain mas Aho abab itu apa.. 🤣🤣
Udah tak jawab ituuu atassss",4:22:23 PM,Friday March 26 2021
515,DenmasBams,"Membalas : Orang cantik kayak gini bangun pagi abab e mambu gak yoooo:joy:
Itu lho ditanyain mas Aho abab itu apa.. 🤣🤣",4:21:55 PM,Friday March 26 2021
516,Hendro Masori,"Nanti malam ya kita coba voice chat
Masih repot sekarang nguli",4:21:34 PM,Friday March 26 2021
517,Charles Prop,"Membalas : Kalo IHSG ijooo ajaaa pada senyum2 semuaaa...kalo merahh aduchhhh
kalau dari psikologis warna, merah garang, biru kalem.

bursa pun dibikin demikian biar kalau kena merah biar marah2:joy::joy:",4:21:25 PM,Friday March 26 2021
518,46 (･ิω･ิ) (Selvia Susilowati),"Membalas : Mau ngetes voice chat?
Yes pakde..mumpung lmyn pada hepi:grin:",4:21:11 PM,Friday March 26 2021
519,DenmasBams,"Membalas : Jgn sedih. Siapa suru lu jelek🤣🧏🏿‍♂️
Jiahahaha.. :joy::joy:",4:20:47 PM,Friday March 26 2021
520,Billy,"Membalas : Mau ngetes voice chat?
Sesi curhat di cl naik dibeli turun cheeekkkkk",4:20:36 PM,Friday March 26 2021
521,Tejo Arum,Kalo IHSG ijooo ajaaa pada senyum2 semuaaa...kalo merahh aduchhhh,4:20:25 PM,Friday March 26 2021
522,Charles Prop,"Membalas : Jadi kyk apa tuh 3 serangkai bersatu:grinning::grinning:
tambahin bawang putih om. mungkin bisa keluar gas methan:joy:",4:20:14 PM,Friday March 26 2021
523,Aho Lie,"Membalas : tergantung om, kalau malam makan pete jengkol ama duren. tetep aja itu napas naga wkwkwk
Jadi kyk apa tuh 3 serangkai bersatu:grinning::grinning:",4:19:51 PM,Friday March 26 2021
524,Tejo Arum,"Membalas : tergantung om, kalau malam makan pete jengkol ama duren. tetep aja itu napas naga wkwkwk
Naga sasra yaaaa wkwkwkkw",4:19:24 PM,Friday March 26 2021
525,Charles Prop,"Membalas : Bau mulut wkwkkwwk maklum boso jowoo
tergantung om, kalau malam makan pete jengkol ama duren. tetep aja itu napas naga wkwkwk",4:18:54 PM,Friday March 26 2021
526,Aho Lie,"Membalas : Belajar yg rajin yaaaa.....
:+1::+1:",4:18:30 PM,Friday March 26 2021
527,Tejo Arum,"Membalas : Asik dpt kosa kata jawa:+1:
Belajar yg rajin yaaaa.....",4:18:12 PM,Friday March 26 2021
528,Aho Lie,"Membalas : Bau mulut wkwkkwwk maklum boso jowoo
Asik dpt kosa kata jawa:+1:",4:17:29 PM,Friday March 26 2021
529,Tejo Arum,"Membalas : Apa ini abab:grinning::grinning:
Bau mulut wkwkkwwk maklum boso jowoo",4:16:50 PM,Friday March 26 2021
530,Rolando,SIMP,4:16:39 PM,Friday March 26 2021
531,Robin Karenza,Mba dewi kalo senyum lgsg tewas kita🤣,4:16:02 PM,Friday March 26 2021
532,Aho Lie,"Membalas : Orang cantik kayak gini bangun pagi abab e mambu gak yoooo:joy:
Apa ini abab:grinning::grinning:",4:15:59 PM,Friday March 26 2021
533,Tejo Arum,"Membalas : Photo
Orang cantik kayak gini bangun pagi abab e mambu gak yoooo:joy::joy::joy::joy:",4:14:27 PM,Friday March 26 2021
534,Robin Karenza,Kalo masih ada itu ada nilai seni yg lebih deg deg sheerrr.🤭,4:13:39 PM,Friday March 26 2021
535,Aho Lie,"Membalas : Mba wulan out. :joy_cat:🤪
Gak suka janda ya:grinning::grinning:",4:12:43 PM,Friday March 26 2021
536,Robin Karenza,Mba wulan out. :joy_cat:🤪,4:12:10 PM,Friday March 26 2021
537,Aho Lie,"Membalas : Photo
Mirip wulan guritno:grinning::grinning:",4:11:42 PM,Friday March 26 2021
538,Robin Karenza,"Membalas : Photo
Jgn sedih. Siapa suru lu jelek🤣🧏🏿‍♂️
Mba dewi kawaiii ne:beers::joy_cat:
Gambar : blob:https://web.telegram.org/442b606a-3f0b-4c1d-bb7b-510c6dfd2a23",4:09:22 PM,Friday March 26 2021
539,Ardi,,4:07:36 PM,Friday March 26 2021
540,Jordan,"Membalas : Mau ngetes voice chat?
Boleh pakde",4:01:22 PM,Friday March 26 2021
541,Bagas,Waduh..,3:58:16 PM,Friday March 26 2021
542,DenmasBams,:joy::joy::joy::joy:Hahahaha..,3:57:46 PM,Friday March 26 2021
543,Researcher,"Membalas : Photo
Waduhhhhh :sob::sob::sob:
Ditinggal rabi sama mbak clara",3:55:34 PM,Friday March 26 2021
544,DenmasBams,"Udah ga usah bahas saham dulu.. Ini ada yg lebih krusial.. 
:pensive::cry:
Gambar : blob:https://web.telegram.org/8eab80ed-8eab-4524-9182-e91669aa1c4f",3:52:57 PM,Friday March 26 2021
545,Bow,Gambar : blob:https://web.telegram.org/d6d6a5cf-bfb2-4ead-a55e-4c14690db5ae,3:52:11 PM,Friday March 26 2021
546,Yudha,Mau karaoke pakde? :smile:,3:51:25 PM,Friday March 26 2021
547,Bow,CPO masih uptrend kok..,3:51:10 PM,Friday March 26 2021
548,Hendro Masori,Mau ngetes voice chat?,3:50:55 PM,Friday March 26 2021
549,ericko L,"masih uptrend sampai 5800:sunglasses:
Gambar : blob:https://web.telegram.org/2ef7d0d2-f29d-4ee5-8136-61f8a73d1707
mirip dji td malem :joy::joy::joy:
Gambar : blob:https://web.telegram.org/12963fdc-73d3-4feb-8180-0c64f8eb9596",3:41:57 PM,Friday March 26 2021
550,Jordan,"Membalas : Kalau gak salah konfirm harus hari ini. Tapi biar gagal htf tetep bisa naik
Maksimal 5w konsolnya bu, skrg week 5 berarti minggu besok harus break highnya buat confirm htf",3:40:37 PM,Friday March 26 2021
551,Saputra Rudy ( SR ),"Membalas : Photo
siapa tau nanti reborn....coba cek chartnya cpo... maybe reborn nggak hari ini...atau besok... atau sebenernya dg harga CPO sekarang ini udah price ini ke harga masing2 emiten CPO'",3:36:12 PM,Friday March 26 2021
552,Fajar Oktavaria,"Membalas : Kalau gak salah konfirm harus hari ini. Tapi biar gagal htf tetep bisa naik
setau saya untuk confirm bisa di minggu ke-6, tapi saya setuju gagal htf bukan berarti ga bisa naik

dan baik SSP atau HTF itu confirmnya bukan di awal minggu namun di akhir minggu karna pakai weekly @wealth88
",3:27:59 PM,Friday March 26 2021
553,Aho Lie,"Membalas : lumayan yang serok tadi cuan 3% :grin:
Sip",3:26:27 PM,Friday March 26 2021
554,Johny,"Membalas : Mau tp ritail gak ngikut:grinning::grinning:
lumayan yang serok tadi cuan 3% :grin:",3:25:01 PM,Friday March 26 2021
555,Jafar Sim,"Membalas : Saya juga punya kok Pak :grinning:
Mantaaapp, saya juga punya dmmx 🤣🤣",3:17:19 PM,Friday March 26 2021
556,Lida,"Membalas : Wah berarti saya salah ya? 🤦‍♂️ yaa semoga senin naik yaa, @bonne_fortune
Saya juga punya kok Pak :grinning:
",3:15:30 PM,Friday March 26 2021
557,JSugiarto,"Emiten sawit hari ini rata² pada naik, pdhl cpo price sdg turun lumayan 🤔
Gambar : blob:https://web.telegram.org/6e12d728-0259-47b6-865a-062f88b47698",3:15:27 PM,Friday March 26 2021
558,Jafar Sim,"Membalas : Kalau gak salah konfirm harus hari ini. Tapi biar gagal htf tetep bisa naik
Wah berarti saya salah ya? 🤦‍♂️ yaa semoga senin naik yaa, @bonne_fortune",3:12:54 PM,Friday March 26 2021
559,Soebianto,"Membalas : AGRO MESOP pak, employee dapet juga..:grimacing:
ohhhh ayo lamar kerjaan ke AGRO haha",3:12:44 PM,Friday March 26 2021
560,Lida,"Membalas : Harusnya jadi ya, konfirmasinya senin kalau harga naik tinggi dengan volume tinggi juga,
Kalau gak salah konfirm harus hari ini. Tapi biar gagal htf tetep bisa naik :grinning:",3:10:57 PM,Friday March 26 2021
561,Satimin Sejati,"Nah sekarang sudah resmi suhu @JuthaBram.

Terima kasih bantuan forecast-nya...",3:10:40 PM,Friday March 26 2021
