,User,Pesan,Jam,Tanggal
21,Hendro Masori,Yuk ikut banjirin IG AllEngland ah. Hahahaha. Sebel banget gua...,10:08:09 PM,"Thursday, March 18, 2021"
22,Hendro Masori,Nanti balik sendiri. Cuma beda2 antar orang. Ada yg 3 hari. Ada yg 2 minggu. Hehehe,9:43:47 PM,"Thursday, March 18, 2021"
23,Hauw,Kalo harga masi di bawah? Dibiarin Pak. Males. Tp kalo harga di atas gini wah ati2 aja Pak bursa lebih kejam dr ibukota ama ibu tiri dijumlah,7:48:25 PM,"Thursday, March 18, 2021"
24,Hauw,Kadang stockpick jg sering kali gagal Pak contoh ada influencer terkenal. Plan nya bagus. Tp sama follower nya dikata2in goblok,7:44:39 PM,"Thursday, March 18, 2021"
25,Hendro Masori,Pertanyaan paling sulittt,2:01:54 PM,"Thursday, March 18, 2021"
26,Hauw,Entry di brapa ya SAME?,1:58:20 PM,"Thursday, March 18, 2021"
27,Hendro Masori,Saya scalping aja CENT. Masuk 242 keluar 270. Deket2 fibo,1:51:38 PM,"Thursday, March 18, 2021"
28,Hendro Masori,Perhatikan chart CENT ya,1:41:08 PM,"Thursday, March 18, 2021"
29,Hendro Masori,Wuih CENT,1:40:03 PM,"Thursday, March 18, 2021"
30,Hendro Masori,Saya SAME enak tinggal nonton orang2 pada rebutan,12:52:44 PM,"Thursday, March 18, 2021"
31,Hendro Masori,Yg lain suspect Covid ditungguin buat test dulu. Negatif boleh lanjut. Makanya putaran 1 kemarin mundur 5 jam. Karena ada 7 pemain suspect Covid,12:35:55 PM,"Thursday, March 18, 2021"
32,Hendro Masori,SAME mau RI naek terus. :grin:,11:13:52 AM,"Thursday, March 18, 2021"
33,Hauw,76-80 itu good enough kok,10:46:22 AM,"Thursday, March 18, 2021"
34,Hendro Masori,FREN SL di bawah 80,10:34:28 AM,"Thursday, March 18, 2021"
35,Hendro Masori,Belum Om. Pestanya pas jual nanti tahun depan...,10:00:45 AM,"Thursday, March 18, 2021"
36,Hendro Masori,Yang pethakilan di SAME mulai pada nyesel,9:25:37 AM,"Thursday, March 18, 2021"
37,Hauw,Semua pembelajaran dari TK SD SMP SMA kuliah S1 S2 bahkan S3 ikut berbagai grup berbayar follow semua Suhu liat dan tonton semua youtube adalah masih bisa masuk di SAME atau tidak,9:24:35 AM,"Thursday, March 18, 2021"
38,Hauw,"Jd kesimpulannya setelah blajar ekonomi bertahun2, trading di depan laptop berbulan2, dan mantau chat sehari 2 jam adalah SAME masi bisa masuk atau belum",9:23:49 AM,"Thursday, March 18, 2021"
39,Hauw,Gini aja Koh :rocket::rocket::rocket:,8:52:23 AM,"Thursday, March 18, 2021"
40,Hauw,ANTM diliat aja deh turun nya sampe ke brapa,7:02:13 PM,"Wednesday, March 17, 2021"
41,Hauw,"Dan selama proses itu terjadi valuasi ANTM ngukurnya ya pake asumsi. Asumsi apa yg dipakai? Tergantung kepentingan.

Kalo market makernya mau nurunin harga ya pake semua asumsi jelek. Nikel Indonesia jadi batere kalah saing harga ama China. Indonesia pabrik baterenya masi 6 tahun lagi.

Smntara kalo mau naikin harga pake semua asumsi bagus. COGS nya 20% di bawah yg China bikin. Pabriknya lanjut terus.

Akhirnya range valuasinya sangat ekstrim",6:59:02 PM,"Wednesday, March 17, 2021"
42,Hauw,Sementara ANTM dia butuh bertahun2 untuk transformasi dari penambang nikel jadi manufaktur batere listrik. Bertahun2 itu sangat ekstrim,6:58:01 PM,"Wednesday, March 17, 2021"
43,Hauw,Sbnrnya bukan masalah kuncen,6:57:00 PM,"Wednesday, March 17, 2021"
44,Hauw,"Iya dan gak seperti ANTM yang kalo balik 1000 bisa main lagi, farmasi ini sangat kejam",6:51:55 PM,"Wednesday, March 17, 2021"
45,Hauw,Setelah closing 3x merah udah sentuh support ya ngapain dijual,6:42:19 PM,"Wednesday, March 17, 2021"
46,Hendro Masori,Dari dulu bapak itu memang selalu iri dengki kok. Saya hapal,3:56:10 PM,"Wednesday, March 17, 2021"
