,judul,link,isi
37,"Wijaya Karya (WIKA) raih kontrak baru Rp 2,67 triliun hingga Februari 2021",https://investasi.kontan.co.id/news/wijaya-karya-wika-raih-kontrak-baru-rp-267-triliun-hingga-februari-2021,"KONTAN.CO.ID - JAKARTA. PT Wijaya Karya Tbk (WIKA) turut menambah daftar panjang emiten konstruksi pelat merah yang merasakan pemulihan kondisi di sektornya. Buktinya, hingga dua bulan pertama tahun ini, WIKA sudah mampu mengantongi kontrak baru. Sekretaris Perusahaan Wijaya Karya Mahendra Vijaya tanpa merinci perolehan kontrak, menjelaskan hingga Februari 2021 WIKA sudah mengantongi kontrak baru sebesar Rp 2,67 triliun. Kinerja ini dapat dikatakan lebih baik bila menilik kinerja WIKA di 2020, pada periode kuartal I-2020 WIKA hanya mengantongi kontrak baru Rp 2,48 triliun.  Realisasi kontrak baru WIKA hingga Februari 2021 ini setara 6,65% dari target yang ditetapkan tahun ini yaitu sebesar Rp 40,13 triliun.  ""Sejauh ini perolehan kontrak baru WIKA masih inline dengan proyeksi. Kita juga melihat kondisi yang membaik di tahun ini, ditandai juga banyak tender yang sudah mulai di awal tahun,"" jelas Mahendra kepada Kontan.co.id, Minggu (7/3).       Asal tahu saja, WIKA telah menerbitkan Obligasi Berkelanjutan I Tahap II Tahun 2021 senilai Rp 2,5 triliun dan Sukuk Mudhabarah Berkelanjutan I Tahap II Tahun 2021 senilai Rp 500 miliar. Dana hasil penerbitan surat utang ini bakal digunakan WIKA untuk refinancing utang dan kebutuhan modal kerja.  Anak usaha WIKA, yaitu PT Wika Realty juga ditunjuk sebagai induk holding hotel BUMN yang prosesnya ditargetkan rampung pada 2021.  Pada akhir Desember 2020 silam, Wika Realty telah menandatangani perjanjian komitmen jual beli saham empat perusahaan yang akan membuat 28 hotel terkonsolidasi.  Perjanjian tersebut ditandatangi bersama PT Aero Wisata, PT Hotel Indonesia Natour dan PT Patra Jasa. Serta perjanjian jual beli aset dengan PT Pegadaian. Perjanjian tahap pertama ini akan membuat 22 hotel terkonsolidasi yaitu 11 hotel milik Indonesia Natour, 9 hotel milik PT Pegadaian, satu hotel milik Aero Wisata, dan satu hotel milik Patra Jasa.     "
38,"Harga melambung, BEI menyetop sementara saham Bank IBK (AGRS)",https://investasi.kontan.co.id/news/harga-melambung-bei-menyetop-sementara-saham-bank-ibk-agrs,"KONTAN.CO.ID - JAKARTA. Bursa Efek Indonesia (BEI) menyetop sementara perdagangan saham PT Bank IBK Indonesia Tbk (AGRS). Suspensi saham AGRS mulai sesi I perdagangan Senin (8/3), sampai dengan pengumuman bursa lebih lanjut. BEI dalam pengumumannya, Jumat (5/3), menyebutkan, penghentian sementara saham IBK diakukan di pasar reguler dan pasar tunai. Penghentian sementara saham AGRS tersebut lantaran ada peningkatan harga kumulatif yang signifikan pada saham ini. BEI meminta kepada pihak-pihak yang berkepentingan untuk selalu memperhatikan keterbukaan informasi yang disampaikan AGRS. Jumat lalu (5/3), harga saham AGRS naik 16,67% ke level Rp 805 per saham. Selama sepekan harga saham AGRS sudah melejit 124,86%. Sementara dalam sebulan, saham AGRS sudah melambung 294,61%.           "
39,"Digelar virtual, program Direksi WIKA Mengajar 2021 jangkau 61 titik sekolah",https://investasi.kontan.co.id/news/digelar-virtual-program-direksi-wika-mengajar-2021-jangkau-61-titik-sekolah,"KONTAN.CO.ID - JAKARTA. Menyambut Hari Ulang Tahun (HUT) ke-61, PT Wijaya Karya Tbk (WIKA) menggelar Direksi WIKA Mengajar 2021 sebagai bagian dari program CSR WIKA Pintar. Acara yang diselenggarakan secara virtual di masa pandemi ini, sukses digelar secara serentak di 61 sekolah SMA/SMK/MA di seluruh Indonesia dan didukung oleh 61 proyek WIKA, 7 anak perusahaan dan asosiasi pada Kamis (4/3). Sekretaris Perusahaan WIK Mahendra Vijaya mengungkapkan, program WIKA hadir untuk membangkitkan semangat pelajar Indonesia meski dihadapkan pada situasi pandemi demi terwujudnya generasi muda Indonesia yang unggul dan siap bersaing. Pada sharing knowledge, Direktur Utama WIKA Agung Budi Waskito tampil memperkenalkan BUMN khususnya WIKA beserta kiprahnya, menyampaikan kisah inspirasitif, serta memotivasi seluruh pelajar untuk mampu membangun optimisme dalam menggapai cita-cita. Baik siswa maupun pihak sekolah menyambut baik dan antusias program Direksi WIKA Mengajar ini. Agus Gunawan sebagai perwakilan sekolah dari SMK Perguruan Rakyat 2 Jakarta Timur, yang menyampaikan terima kasih karena banyak informasi dan sudut pandang baru yang disalurkan lewat WIKA Mengajar 2021 sekaligus menimbulkan dorongan bagi siswa untuk meningkatkan kompetensi dalam menyongsong masa depan gemilang. WIKA Pintar dalam mendukung SDGs Pendidikan dan Infrastruktur ini juga diwujudkan WIKA melalui pemberian dana pendidikan senilai Rp305 juta bagi 61 sekolah. Sebelumnya WIKA juga membentuk WIKA Digital School dengan menyalurkan fasilitas jaringan internet gratis, pemberian notebook bagi pengajar, hingga menyediakan media konten e-learning dengan aplikasi ‘Pijar Sekolah’ bagi sekolah di wilayah yang membutuhkan.        "
40,Harga emas naik pada awal perdagangan awal pekan ini,https://investasi.kontan.co.id/news/harga-emas-naik-pada-awal-perdagangan-awal-pekan-ini,"KONTAN.CO.ID - JAKARTA. Harga emas kembali menguat pada awal perdagangan Senin (8/3). Pukul 07.15 WIB, harga emas untuk pengiriman April 2021 di Commodity Exchange ada di US$ 1.704,50 per ons troi, naik 0,35% dari akhir pekan lalu yang ada di US$ 1.698,50 per ons troi. Harga emas naik setelah lonjakan imbal hasil US Treasury mereda, dan pada trader menanti hasil pemungutan suara oleh anggota parlemen tentang stimulus.  Mengutip Bloomberg, Senin (8/3), imbal hasil US Treasury tergelincir setelah naik ke level tertinggi dalam satu tahun. Dalam sesi pemungutan suara, Senat Demokrat memperjuangkan persetujuan rencana stimulus Presiden AS Joe Biden sebesar US$ 1,9 triliun untuk mengatasi pandemi Covid-19. Harga emas sudah turun lebih dari 10% pada tahun ini di tengah meningkatnya optimisme pemulihan ekonomi yang lebih cepat. ""Kisah emas dibungkam untuk saat ini,"" kata Tai Wong, kepala derivatif logam BMO Capital Markets seperti dikutip Bloomberg. Emas mengambil isyarat dari pasar saham AS, sementara penguatan dolar membuat logam kurang menarik bagi investor yang memegang mata uang lain,"" katanya.      "
41,"6 Hari memerah, ini valuasi PER dan PBV saham Bank Syariah Indonesia (BRIS)",https://investasi.kontan.co.id/news/6-hari-memerah-ini-valuasi-per-dan-pbv-saham-bank-syariah-indonesia-bris,"KONTAN.CO.ID - JAKARTA. Saham PT Bank Syariah Indonesia Tbk (BRIS) kembali merosot. Jumat (5/3), harga saham BRIS turun 1,87% ke level Rp 2.630 per saham. Ini berarti, sudah 6 hari berturut saham BRIS memerah. Pada Jumat (5/3), saham BRIS diperdagangkan dengan harga tertinggi Rp 2.710 dan harga terendah Rp 2.580, saham BRIS ditutup turun Rp 50 per saham dalam sehari. Kalau dihitung sejak 7 hari yang lalu (26 Februari 2021), harga saham BRIS hari ini turun 10.54% dibanding harga saat itu (Rp 2.940). Adapun sejak setahun lalu (05 Maret 2020) harga saham BRIS masih naik 935.43% dari harga saat itu (Rp 254). Jumat (5/3), Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BRIS mencapai Rp 112,01 miliar, sedangkan volume saham yang ditransaksikan mencapai 42.364.300 lot. Dengan earning per share (EPS) alias laba bersih per saham Rp 6, maka price to earning ratio (PER) saham BRIS tercatat 438,33 kali. Adapun price to book value-nya (PBV) 19,77 kali.         "
42,"Harga minyak melonjak di awal pekan, dipicu serangan pada fasilitas energi Arab Saudi",https://investasi.kontan.co.id/news/harga-minyak-melonjak-di-awal-pekan-dipicu-serangan-pada-fasilitas-energi-arab-saudi,"KONTAN.CO.ID - JAKARTA. Harga minyak melonjak pada awal perdagangan awal pekan ini, Senin (8/3). Pukul 07.03 WIB, harga minyak west texas intermediate (WTI) untuk pengiriman April 2021 di New York Mercantile Exchange ada di US$ 67,09 per barel, naik 1,51% dari akhir pekan lalu yang ada di US$ 66,09 per barel. Harga minyak melonjak setelah Arab Saudi menyatakan fasilitas energinya diserang, memperpanjang kenaikan harga setelah OPEC + pekan lalu mengatakan akan menjaga produksi tetap stabil. Mengutip Bloomberg, Senin (8/3), Kerajaan Arab Saudi mengatakan tangki penyimpanan di terminal ekspor Ras Tanura di pantai Teluk Arab diserang pada hari Minggu dengan drone dari laut. Output tampaknya tidak terpengaruh setelah rentetan rudal dan drone dicegat. Sebelumnya, pada pekan lalu harga minyak naik setelah Arab Saudi dan OPEC + berjanji untuk mempertahankan output tetap stabil pada April, mempercepat reli harga minyak tahun ini dan membuat harga melonjak lebih dari 35%. Langkah tersebut juga mendorong sejumlah bank investasi untuk meningkatkan proyeksi harga minyak. Dimana Goldman Sachs Group Inc memperkirakan benchmark global minyak Brent akan mencapai US$ 80 barel pada kuartal ketiga.    "
43,"Saham big cap, Jumat (5/3): IHSG merah, TLKM drop 4 hari, BRIS merosot 6 hari",https://investasi.kontan.co.id/news/saham-big-cap-jumat-53-ihsg-merah-tlkm-drop-4-hari-bris-merosot-6-hari,"KONTAN.CO.ID - JAKARTA. Indeks Harga Saham Gabungan (IHSG) merosot 0,51% ke level 6.258,75 pada Jumat (5/3). IHSG tertekan sejumlah saham big cap yang memerah. Jumat (5/3), dari 13 saham big cap dengan kapitalisasi pasar di atas Rp 100 triliun, 7 saham diantaranya melemah, 4 saham menguat dan 2 saham lain stagnan harganya. Saham big cap yang turun selama 4 hari berturut:  TLKM. Saham big cap yang merosot 6 hari beruntun: BRIS. Saham big cap dengan kenaikan market cap tertinggi harian, Jumat (5/3): 1. BBCA (1,19% | Rp 829,88 triliun) 2. EMTK (0,93% | Rp 122,47 triliun) 3. CPIN (0,79% | Rp 104,12 triliun) Saham big cap dengan penurunan market cap harian terdalam, Jumat (5/3): 1. ARTO (-14,41% | Rp 102,10 triliun) 2. TPIA (-3,08% | Rp 168,08 triliun) 3. BRIS (-1,87% | Rp 106,83 triliun) "
44,"IHSG berpotensi menguat, simak rekomendasi saham untuk hari ini",https://investasi.kontan.co.id/news/ihsg-berpotensi-menguat-simak-rekomendasi-saham-untuk-hari-ini,"KONTAN.CO.ID - JAKARTA. Indeks Harga Saham Gabungan (IHSG) bergerak melemah dan ditutup terkoreksi 0,51% di level 6.258,75 pada akhir perdagangan Jumat (5/3). Analis Binaartha Sekuritas M. Nafan Aji Gusta Utama memproyeksi IHSG berpeluang menguat pada perdagangan Senin (8/3). Berdasarkan rasio fibonacci, terangnya, support maupun resistance minimum berada pada 6.256,03 hingga 6.351,18.  Berdasarkan indikator, MACD masih menunjukkan sinyal positif. Sementara itu, Stochastic dan RSI berada di area netral. “Di sisi lain, terlihat pola bullish doji star candle yang mengindikasikan adanya potensi penguatan pada pergerakan IHSG sehingga ke depannya dapat berpeluang menuju ke resistance terdekat,” katanya dalam riset, Jumat (5/3). Adapun sejumlah rekomendasi saham yang dapat menjadi pertimbangan investor, antara lain sebagai berikut: 1. PT Adaro Energy Tbk (ADRO)
Pergerakan harga saham telah menguji garis MA 200 sehingga peluang terjadinya penguatan minimal menuju ke level resistance pertama masih terbuka lebar. Nafan menyarankan akumulasi pada area level Rp 1.170 – Rp 1.180, dengan target harga secara bertahap di level Rp 1.215, Rp 1.240, Rp 1.340 dan Rp 1.715. Support: Rp 1.140 & Rp 1.030. (RoE: 3.72%; PER: 18.30x; EPS: 64.76; PBV: 0.65x; Beta: 1.32). 2. PT Ciputra Development Tbk (CTRA)
Pergerakan harga saham telah menguji garis MA 20 sehingga peluang terjadinya penguatan minimal menuju ke level resistance pertama masih terbuka lebar. Ia menyarankan akumulasi pada area Rp 1.115 –Rp 1.130, dengan target harga secara bertahap di level prices Rp 1.190, Rp 1.225, Rp 1.255 dan Rp 1.375. Support: Rp 1.080. (RoE: 1.83%; PER: 68.81x; EPS: 16.64; PBV: 1.26x; Beta: 2.08). 3. PT Medikaloka Hermina Tbk (HEAL)
Pergerakan harga saham telah menguji garis MA 20 sehingga peluang terjadinya penguatan minimal menuju ke level resistance pertama masih terbuka lebar. Nafan merekomendasikan akumulasi pada area level Rp 4.070 – Rp 4.100, dengan target harga secara bertahap di level Rp 4.240, Rp 4.320, Rp 4.390 dan Rp 4.670. Support: Rp 3.980 & Rp 3.880. (RoE: 10.98%; PER: 35.26x; EPS: 116.29; PBV: 3.84x; Beta: N/A). 4. PT Buyung Poetra Sembada Tbk (HOKI)
Pergerakan harga masih bertahan di atas garis bawah dari bollinger dan terlihat pola bullish spinning top candle yang mengindikasikan adanya potensi stimulus beli. Nafan merekomendasikan akumulasi pada area level Rp 248 - Rp 258, dengan target harga secara bertahap di level Rp 266, Rp 298, Rp 330 dan Rp 364. Support: Rp 248 & Rp 232. (RoE: 5.85%; PER: 16.25x; EPS: 15.88; PBV: 0.95x; Beta: 0.49). "
45,"IHSG diprediksi bearish pekan ini, berikut sentimen yang harus dicermati",https://investasi.kontan.co.id/news/ihsg-diprediksi-bearish-pekan-ini-berikut-sentimen-yang-harus-dicermati,"KONTAN.CO.ID -JAKARTA. Indeks Harga Saham Gabungan (IHSG) naik tipis 0,27% dalam sepekan lalu ke level 6.258,75. Pada akhir perdagangan pekan lalu, IHSG berada di posisi 6.241,79. Analis Phintraco Sekuritas Valdy Kurniawan menilai, pergerakan IHSG pekan lalu dipengaruhi sejumlah sentimen positif dan negatif yang berasal dari dalam negeri maupun luar negeri.  Sentimen eksternal pertama adalah data manufaktur Jerman, Euro Area, Inggris, dan Amerika Serikat (AS) bulan Februari 2021 yang relatif melampaui ekspektasi pelaku pasar. Di sisi lain, muncul kekhawatiran di kalangan investor terkait kenaikan inflasi di AS seiring dengan pemulihan ekonomi di negara tersebut. Kondisi ini memunculkan spekulasi bahwa The Fed akan menaikkan suku bunga acuan.  Meskipun begitu, Gubernur The Fed Jerome Powell telah menyampaikan bahwa The Fed masih akan mempertahankan kebijakan moneter akomodatif untuk beberapa waktu ke depan. Dari dalam negeri, sejumlah stimulus moneter maupun insentif pajak dinilai menjadi katalis positif bagi pergerakan IHSG pekan lalu. Akan tetapi, investor juga dipengaruhi oleh data inflasi Februari 2021 yang melandai menjadi 1,38% yoy, dari 1,55% yoy pada Januari 2021.  ""Data ini dapat menjadi salah satu indikasi bahwa konsumsi masih belum pulih sepenuhnya,"" ungkap Valdy saat dihubungi Kontan.co.id, Jumat (5/3). Analis BCA Sekuritas Achmad Yaki Yamani mengatakan, pergerakan IHSG pada pekan lalu masih dibayangi kekhawatiran data inflasi AS dan kekhawatiran terhadap kebijakan moneter The Fed.  ""Selain itu, volatilitas harga komoditas minyak dan nikel juga menjadi pemberat bagi saham sektor komoditas,"" ucap Yaki. Untuk pekan ini, Yaki memprediksi, IHSG masih akan berfluktuasi dalam rentang 6.091-6.398. Menurut dia, selama bertahan di atas support 6.140-6.176, tren IHSG masih akan cenderung bullish. Yaki melihat, sentimen pergerakan IHSG pekan ini berasal dari data inflasi China, pergerakan yield US treasury bonds, kebijakan stimulus AS, dan fluktuasi harga komoditas. Dari dalam negeri, pelaku pasar masih akan fokus terhadap pergerakan nilai tukar rupiah dan rilis laporan keuangan emiten. Sementara itu, Valdy memperkirakan, IHSG pekan ini akan cenderung bearish dengan support di 6.200 dan resistance 6.380.  Menurut Valdy, pada pekan ini, pelaku pasar masih akan mencermati kinerja ekspor dan impor China terbaru yang dirilis akhir pekan ini serta mengantisipasi data inflasi AS di bulan Februari 2021 yang diperkirakan naik ke level 1,6% yoy.      "
46,"IHSG diproyeksi melemah hari ini, Senin (8/3), cermati saham-saham berikut",https://investasi.kontan.co.id/news/ihsg-diproyeksi-melemah-hari-ini-senin-83-cermati-saham-saham-berikut,"KONTAN.CO.ID -  JAKARTA. Indeks Harga Saham Gabungan (IHSG) ditutup turun 0,51% ke level 6.258,75 pada perdagangan Jumat (5/3). Analis memprediksi, IHSG masih akan melanjutkan pelemahannya pada Senin (8/3). Analis Phintraco Sekuritas Valdy Kurniawan memperkirakan, IHSG akan bearish dengan support di level 6.200 dan resistance 6.380. Secara teknikal, pelemahan pada Jumat (5/3) memperkuat sinyal minor reversal dari death cross yang dibentuk Stochastic RSI dan MACD. Dari sentimen ekonomi, pelaku pasar akan mencermati kinerja ekspor dan impor China terbaru yang dirilis akhir pekan lalu. ""Pelaku pasar juga akan mengantisipasi data inflasi Amerika Serikat (AS) bulan Februari 2021 yang diperkirakan naik ke level 1,6% year on year (yoy),"" kata dia dalam risetnya, Jumat (5/3). Analis Artha Sekuritas Dennies Christoper Jordan juga memprediksi, IHSG akan melemah dengan support 1 di level 6.233, support 2 di 6.208, resistance 1 di 6.295, dan resistance 2 di 6.332. Secara teknikal, indikator Stochastic bergerak melebar membentuk deadcross yang mengindikasikan potensi pelemahan akan berlanjut. Secara fundamental, pergerakan IHSG juga masih dibayangi kecemasan terhadap kenaikan yield obligasi AS. ""Investor juga akan mencermati beberapa data ekonomi di awal pekan antara lain cadangan devisa dan neraca perdagangan China,"" ucap Dennies. Untuk perdagangan Senin (8/3), Dennies menyarankan investor untuk mencermati saham RALS, BBTN, BJTM, dan JPFA. Sementara menurut Valdy, saham-saham yang menarik untuk dicermati adalah BBCA, TLKM, ACES, ERAA, dan AKRA.         "
47,"Neraca dagang China surplus, peluang IHSG hari ini (8/3) menguat masih terbuka",https://investasi.kontan.co.id/news/neraca-dagang-china-surplus-peluang-ihsg-hari-ini-83-menguat-masih-terbuka,"KONTAN.CO.ID - JAKARTA. Indeks Harga Saham Gabungan alias IHSG hari ini (8/3) diperkirakan kembali menguat. Di akhir pekan lalu, IHSG melemah 0,51% di level 6.258,75 pada Jumat (5/3).  Lanjar Nafi mengatakan, pergerakan IHSG hari ini secara teknikal bergerak melemah namun tertahan pada support rata-rata 20 hari. Ini memberikan indikasi trend positif yang masih aman. IHSG memiliki support rata-rata 20 hari di kisaran 6.256 dan rata-rata 50 hari di kisaran level 6.213.  Indikator stochastic menukik setelah dead-cross pada area overbought. Indikator MACD bergerak pada gerakan terkonsolidasi di middle oscillator. Sehingga secara teknikal IHSG berpotensi bergerak terbatas dengan trend bullish yang cukup panjang.  IHSG ditutup turun 32,05 poin ke level 6.258,75 pada Jumat (5/3). Pergerakan IHSG yang cenderung fluktuatif sempat berada di zona positif pada awal sesi perdagangan.  Namun pelemahan sektor saham infrastruktur sebesar 1,37% dan Pertambangan turun 2,78% menjadi pemicu utama. Sementara, saham yang pemberat IHSG diantaranya saham TLKM (-1.2%), INCO (-6.8%) dan BYAN (-7.0%). Turunnya harga nikel dunia menjadi katalis negatif pada perdagangan di akhir pekan.  Investor terlihat berhati-hati mengambil sikap di tengah volatilitas obligasi dan ekuitas dunia.  Pada akhir pekan lalu, mayoritas saham Asia melemah kecuali indeks TOPIX (+0,61%) yang naik lebih dari setengah persen. Indeks Nikkei (-0,23%), Hangseng (-0,47%) dan CSI300 (-0,34%). Penurunan tersebut mengiringi ekuitas berjangka AS tekonsolidasi melemah setelah Wallstreet tertekan.
 
Saham-saham teknologi yang rebound setelah alami rentetan aksi jual sejak awal pekan. Selanjutnya Lanjar berpendapat investor masih akan terfokus pada tingkat volatilitas obligasi dan implikasi aktifitas ekspor di China yang naik signifikan. Akibatnya, neraca perdagangan China surplus US$ 103,25 miliar dari US$ 78,17 miliar pada periode sebelumnya. "
48,Sejumlah sentimen berikut akan mewarnai pergerakan IHSG pekan ini,https://investasi.kontan.co.id/news/sejumlah-sentimen-berikut-akan-mewarnai-pergerakan-ihsg-pekan-ini,"KONTAN.CO.ID - JAKARTA. Sejumlah sentimen akan mewarnai pergerakan Indeks Harga Saham Gabungan (IHSG) pada pekan kedua Maret 2021. Direktur Anugerah Mega Investama Hans Kwee mengatakan, dari global Wall Street terlihat mengalami kenaikan menyusul kenaikan yield obligasi pemerintah AS mulai tertahan. Yield US Treasury tenor 10 tahun melemah ke level 1,55% setelah menyentuh posisi di atas level 1,6%. Angka ini adalah yang tertinggi di tahun 2021 menyusul data yag menunjukkan kenaikan pertumbuhan lapangan kerja. Departemen Tenaga Kerja USA melaporkan bahwa data nonfarm payrolls naik 379.000 dan tingkat pengangguran turun menjadi 6,2%. Data itu lebih tinggi dari ekspektasi 210.000 pekerjaan baru dan tingkat pengangguran tetap di angka 6,3% pada Januari. Perbaikan data ekonomi cenderung mendorong Yield US Treasury bergerak naik. Selanjutnya pergerakan IHSG juga akan dipengaruhi oleh kenaikan suku bunga acuan yang memicu kekhawatiran bahwa perusahaan teknologi yang berorientasi pada pertumbuhan akan mengalami gangguan. Sektor teknologi tahun lalu memimpin reli pasar, mungkin akan kesulitan memenuhi ekspektasi pertumbuhan jika biaya pinjaman mengalami kenaikan. Investor terlihat beralih ke saham yang dipandang berpotensi mendapatkan keuntungan dari pemulihan ekonomi, setelah peluncuran vaksinasi Covid-19 dan program vaksin di Amerika Serikat yang cukup sukses. Selain itu potensi disahkannya paket stimulus fiskal Jumbo Amerika Serikat juga mendorong potensi pemulihan ekonomi lebih kuat dan naiknya yield US Treasury. Menurut Halns, Chairman Federal Reserve, Jerome Powell mengecewakan pasar setelah tidak memberikan kepastian apa yang akan bank sentral USA itu lakukan ketika terjadi kenaikan yield obligasi pemerintah yang menjadi referensi banyak suku bunga lain. ""The Fed tidak akan mengubah sikap kebijakan moneter longgar dalam jangka pendek. Powell memandang kenaikan inflasi USA saat ini hanya bersifat jangka pendek. Kenaikan harga (inflasi) di atas target The Fed yakni 2% untuk beberapa kuartal atau lebih tidak akan menyebabkan ekspektasi inflasi jangka panjang konsumen berubah secara material,"" paparnya dalam riset, Minggu (7/3). Pelaku pasar cemas kenaikan yield obligasi USA akan mendorong naiknya bunga kredit sehingga membatasi pemulihan ekonomi USA yang saat ini masih sangat rapuh. Senat Amerika akhirnya menyetujui paket bantuan virus Covid 19 senilai US$ 1,9 triliun yang diusulkan Presiden Joe Biden juga turut mempengaruhi gerak IHSG.  Paket stimulus fiskal USA yang disahkan pada pekan ini menjadi sentimen positif pasar keuangan di jangka pendek, tetapi berpotensi mendorong naiknya Yield US Tresury akibat potensi pemulihan ekonomi yang cepat. Kemudian, harga minyak yang mengalami kenaikan akibat keputusan mengejutkan Arab Saudi yang mempertahankan pemotongan sukarela sebesar 1 juta barel per hari hingga April. Dari dalam negeri pergerakan IHSG akan diwarnai sentimen yang bercampur. Kemunculan mutasi virus Covid 19 dari Inggris atau B117 yang lebih cepat menular menjadi sentimen negatif pasar. Selain itu di dalam negeri juga ditandai sentimen positif akibat peningkatan jumlah vaksinasi rata-rata dalam dalam beberapa hari terakhir. Hal ini mendorong harapan akan semakin cepat proses vaksinasi nasional. Hans menambahkan turunnya yield US Treasury di akhir pekan dari level tertinggi di tambah di sahkannya paket Stimulus fiskal jumbo USA membuat pasar saham di perkirakan akan menguat di awal pekan ini. Namun Hans bilang apabila yield US Treasury naik lagi ia khawatir pasar akan kembali terkoreksi.  Ia meramal IHSG bergerak dengan support di level 6.245 sampai 6.173 dan resistance di level 6.307 sampai 6.394 untuk pekan ini.    "
49,"Rupiah rawan terkoreksi di awal pekan, simak faktor pemicunya",https://investasi.kontan.co.id/news/rupiah-rawan-terkoreksi-di-awal-pekan-simak-faktor-pemicunya,"KONTAN.CO.ID - JAKARTA. Data ketenagakerjaan Amerika Serikat (AS) yang dirilis positif dan yield US Treasury berpotensi masih terus naik membuat kurs rupiah berpotensi kembali melemah.  Mengutip Bloomberg, Jumat (5/3) kurs rupiah melemah 0,23% ke Rp 14.300 per dolar AS. Sementara, rupiah di kurs tengah Bank Indonesia (Jisdor) tercatat melemah 0,50% ke Rp 14.371 per dolar AS. Ekonom Bank Permata Josua Pardede mengatakan data ketenagakerjaan AS yang positif memunculkan kekhawatiran yield US Treasury kembali naik. Jika yield obligasi AS terus naik, rupiah bisa kembali tertekan.  Jumat (5/3), data non-farm employment change AS tercatat lebih tinggi di 370.000 dari ekspektasi di 197.000. Sementara, data pengangguran AS dirilis lebih baik dengan hanya 62% dari ekspektasi di 63%.  Suluh Adil Wicaksono, Senior Business Manager PT Royal Trust Futures mengatakan tren penurunan indeks harga saham gabungan selama tiga hari terakhir membuat rupiah melemah. Selain itu, indeks dolar AS juga cenderung bergerak menguat hingga level 91,3.  ""Faktor lain yang membuat menarik untuk membeli dollar AS karena rupiah sepanjang Februari menguat di bawah 14.000 per dollar AS,"" kata Suluh.  Oleh karena itu, Suluh memproyeksikan rupiah di awal pekan masih berpotensi melemah tipis.  Meski, nilai tukar rupiah diproyeksikan melemah, Josua tetap optimistis nilai tukar rupiah berpotensi tetap stabil karena intervensi BI.  ""Pelaku pasar bisa lebih tenang dengan BI yang tetap lakukan beragam intervensi pasar untuk menjaga rupiah stabil, tidak menyentuh Rp 14.500 per dolar AS,"" kata Josua, Jumat (5/3).  Di satu sisi cadangan devisa Indonesia yang naik di periode Februari juga menambah ketahanan rupiah.  Josua memproyeksikan rupiah pada Senin (8/3), berada di Rp 14.250 per dolar AS hingga Rp 14.350 per dolar AS.  Sementara, Suluh memroyeksikan rupiah bergerak di Rp 14.425 per dolar AS-Rp 14.325 per dolar AS.    "
